seed,best_step,best_validation_nr_db,seen_mean_nr_db,seen_worst_path_nr_db,seen_negative_samples,unseen_mean_nr_db,unseen_worst_path_nr_db,unseen_negative_samples
2026,11000,12.498599238693714,10.508307829499245,0.7720414400100708,0,6.798785507678986,1.4767547845840454,0
2027,9000,12.518489237874746,10.99306345358491,0.7509678900241852,0,7.060071691870689,1.4584879577159882,0
2028,4500,12.30927924439311,10.623446123674512,0.7731387764215469,0,6.712676405906677,1.4692671298980713,0
