path_index_zero_based,scene_number_one_based,mean_nr_db,std_nr_db,min_window_nr_db,max_window_nr_db,negative_window_count,num_windows
8,9,12.815338134765625,0.9876417154102547,11.179694175720215,13.674871444702148,0,4
9,10,1.4542752802371979,0.07538151358213309,1.398322582244873,1.5830336809158325,0,4
