path_index_zero_based,scene_number_one_based,window_index,window_start_seconds,nr_db,disturbance_energy,residual_energy,is_negative_nr
8,9,0,20.0,14.054838180541992,0.7884649038314819,0.03099549375474453,0
8,9,1,22.0,10.96969985961914,0.6178971529006958,0.04942495748400688,0
8,9,2,24.0,13.817061424255371,0.3086715042591095,0.01281711831688881,0
8,9,3,26.0,13.729968070983887,0.7673391699790955,0.03250803053379059,0
9,10,0,20.0,1.4795314073562622,1.1537678241729736,0.8206638097763062,0
9,10,1,22.0,1.443919062614441,0.9205125570297241,0.6601426601409912,0
9,10,2,24.0,1.7082322835922241,0.6489721536636353,0.43792811036109924,0
9,10,3,26.0,1.5185728073120117,1.2305448055267334,0.8674414157867432,0
