seed,best_step,best_validation_nr_db,seen_mean_nr_db,seen_worst_path_nr_db,seen_negative_samples,unseen_mean_nr_db,unseen_worst_path_nr_db,unseen_negative_samples
2026,11000,12.478522634133697,10.59750609472394,0.7301900684833527,0,6.988824561238289,1.441389948129654,0
2027,15000,12.072038298472762,10.38775491155684,0.7985175400972366,0,7.340227887034416,1.5375638902187347,0
2028,7500,12.26069993339479,10.863245654851198,0.7423727810382843,0,7.134806707501411,1.4542752802371979,0
