path_index_zero_based,scene_number_one_based,window_index,window_start_seconds,nr_db,disturbance_energy,residual_energy,is_negative_nr
0,1,0,20.0,14.583194732666016,0.8475344181060791,0.029501084238290787,0
0,1,1,22.0,12.507406234741211,0.635150671005249,0.035656291991472244,0
0,1,2,24.0,13.400908470153809,0.35538846254348755,0.01624099165201187,0
0,1,3,26.0,14.092185974121094,0.8362783789634705,0.03259360045194626,0
1,2,0,20.0,12.575894355773926,0.8700320720672607,0.048077940940856934,0
1,2,1,22.0,10.771337509155273,0.6679693460464478,0.055927157402038574,0
1,2,2,24.0,12.593629837036133,0.3598759174346924,0.019805684685707092,0
1,2,3,26.0,13.054443359375,0.8527209758758545,0.042204879224300385,0
2,3,0,20.0,13.360444068908691,0.7857605218887329,0.03624480962753296,0
2,3,1,22.0,10.93868350982666,0.6029913425445557,0.048578351736068726,0
2,3,2,24.0,12.523909568786621,0.3238109350204468,0.01810925267636776,0
2,3,3,26.0,12.596789360046387,0.7720217704772949,0.04245712608098984,0
3,4,0,20.0,14.341822624206543,0.8716396689414978,0.03207411617040634,0
3,4,1,22.0,11.94610595703125,0.6613583564758301,0.042249951511621475,0
3,4,2,24.0,12.475105285644531,0.3513736426830292,0.01987278088927269,0
3,4,3,26.0,13.875752449035645,0.8508464097976685,0.03485586866736412,0
4,5,0,20.0,14.222911834716797,0.8071318864822388,0.030524842441082,0
4,5,1,22.0,11.504617691040039,0.6239535212516785,0.04412558674812317,0
4,5,2,24.0,13.858919143676758,0.3305245041847229,0.013592887669801712,0
4,5,3,26.0,14.350384712219238,0.7926439046859741,0.029109831899404526,0
5,6,0,20.0,6.322549819946289,0.8880400657653809,0.2070988267660141,0
5,6,1,22.0,5.896564483642578,0.6830762624740601,0.1757165789604187,0
5,6,2,24.0,6.385889053344727,0.39525505900382996,0.09084238857030869,0
5,6,3,26.0,6.501286029815674,0.8909095525741577,0.19939075410366058,0
6,7,0,20.0,0.6635612845420837,1.1952996253967285,1.0259369611740112,0
6,7,1,22.0,0.6842866539955139,0.9811414480209351,0.8381137251853943,0
6,7,2,24.0,0.8872964978218079,0.7081301212310791,0.5772758722305298,0
6,7,3,26.0,0.6856158375740051,1.25831937789917,1.074556589126587,0
7,8,0,20.0,13.647865295410156,0.80366051197052,0.0346965417265892,0
7,8,1,22.0,11.547566413879395,0.6321465373039246,0.04426507279276848,0
7,8,2,24.0,13.03809642791748,0.3281734585762024,0.016303984448313713,0
7,8,3,26.0,13.285170555114746,0.7945303916931152,0.03729008883237839,0
